0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
0.93518,0.92312,0.99349,0.98304,0.9931,0.92271,0.94722,1.0287,0.93571,1.0279,0.93577,1.0094,0.98321,0.99437,1.0086
